semester,years,subj1,subj2,subj3,subj4,subj5,subj6,subj7,Final_Grade
1,2022,P,P,P,D,F,F,D,F
1,2021,D,F,S,C,F,C,D,P
3,2023,P,P,C,D,D,F,D,P
1,2021,S,S,S,A,S,S,A+,S
3,2020,B+,B+,A+,S,A+,B+,B+,A+
1,2020,A,A+,A+,A,S,A,A+,A+
1,2021,F,F,F,P,P,F,F,F
3,2022,C+,C,B,C,B+,C+,D,C+
3,2023,B,A,B,A+,B,A,A+,A
1,2023,F,P,F,F,P,F,F,F
2,2020,C,C+,D,C,C+,D,C+,C+
2,2021,B,C+,B,D,C+,C+,C+,B
2,2020,D,F,P,D,D,P,F,F
1,2020,S,D,D,P,S,B,F,C+
2,2020,P,F,F,P,D,C,D,F
2,2020,B+,B,B,C+,A,B,C+,B+
3,2023,S,S,S,S,S,S,S,S
1,2021,C+,P,D,D,D,C,C,C
2,2023,D,C+,D,C,D,C+,C,C
1,2021,P,D,D,F,D,P,C,F
3,2023,D,D,D,C+,D,P,P,C
1,2023,A+,S,S,S,S,A+,S,S
3,2022,P,P,D,P,P,C,D,D
1,2020,B+,C+,B,C+,C+,B,A,B+
3,2021,D,C,D,P,C+,P,F,D
3,2020,A,S,S,S,S,B,S,S
2,2023,F,F,F,F,F,F,F,F
2,2020,C,P,F,F,F,P,D,F
2,2021,F,P,P,P,C,F,C,F
3,2022,F,F,F,F,F,F,F,F
3,2022,P,P,A+,S,F,F,F,D
2,2023,F,P,D,C,D,F,P,F
1,2020,P,C,P,D,D,D,D,D
2,2023,P,C+,S,A,C,S,P,B+
2,2022,D,D,P,P,C+,P,D,D
3,2022,S,A+,A+,S,A+,S,A+,S
2,2022,A+,B+,A,A+,A+,B+,A+,A+
1,2022,C,F,F,F,F,F,F,F
1,2020,D,D,P,F,D,P,D,F
1,2021,B+,A,B+,B+,B+,B,B+,A
2,2020,S,A+,S,S,S,S,S,S
2,2023,C+,C+,C,C+,D,C+,C+,C+
1,2021,F,F,F,F,F,F,F,F
3,2020,C,D,D,C+,D,B,D,C
2,2020,F,F,P,F,F,F,F,F
1,2020,F,F,F,F,F,F,F,F
2,2021,F,F,P,F,F,F,F,F
3,2020,C,B,C+,B,C+,C+,C+,B
1,2021,C,C,C,C,C+,C+,C,C+
2,2021,C,B,C,C+,C+,B,B,B
1,2022,B+,A,A,B+,C+,D,B,B+
2,2021,D,P,F,D,P,P,C,F
2,2022,D,C+,C+,C+,D,C+,C,C+
3,2023,S,A+,A+,A,B+,A,A+,S
2,2022,A+,S,A,S,B+,A+,A,S
1,2023,S,S,A+,A+,S,S,A+,S
1,2020,B+,C+,D,B,B,C+,C+,B
3,2023,D,P,F,F,P,C,C,F
2,2023,P,C,D,P,P,F,C,P
3,2020,D,D,P,P,D,D,D,D
1,2021,S,B,B,A+,B+,S,C+,A+
3,2023,B+,A,D,B,S,A+,D,B+
2,2023,F,F,F,F,C+,P,F,F
3,2022,A+,A,A,B,B,B+,B,A
1,2022,D,C+,D,P,P,C,C,C
1,2023,C+,C,C,F,B,F,F,F
1,2022,F,F,F,P,F,F,F,F
2,2022,P,C+,C,D,D,D,C,C
1,2022,S,A+,S,S,S,S,S,S
1,2021,F,F,F,F,F,F,F,F
2,2021,B+,C+,B,B,C+,C+,B,B
1,2022,C,P,P,F,D,P,P,F
2,2023,B+,B+,S,B,A+,A,A,A+
2,2023,B+,S,A+,A,A+,S,A+,S
1,2022,A,A,A,B+,A,A,A,A
3,2023,S,S,A+,S,S,S,S,S
1,2023,B,F,C+,F,A,A,D,F
3,2022,B+,B+,B,B,A+,B+,A,A
1,2020,S,S,S,A+,A+,S,S,S
1,2022,B+,B+,C+,B+,B+,S,B+,A
3,2021,C+,B+,B,B,B+,B,B,B+
2,2021,D,D,D,C+,P,D,D,C
2,2023,S,S,C,S,S,A,S,S
3,2022,C+,C+,C,C+,C+,D,B,C+
3,2020,A+,A+,A+,D,A+,D,B+,A
3,2023,C+,C+,C,B,D,C+,C,C+
3,2023,C+,P,C+,D,F,C,B,D
3,2022,C+,A,B+,B+,A,A,B+,A
1,2020,D,D,P,D,P,P,C,D
2,2020,S,A+,A,A,A+,S,A+,S
1,2023,S,S,A+,A+,S,S,S,S
1,2023,P,C,P,D,P,C,P,D
3,2022,B+,B+,A,B,A+,B+,A+,A
3,2022,C,D,P,C,D,D,P,C
1,2023,B,B+,B+,B,B,B+,B+,B+
1,2022,D,C,C+,C,P,C+,D,C
3,2020,C,C,C+,B,C,C+,B,C+
1,2022,P,P,D,P,C,C,D,D
2,2023,P,C,D,D,F,C+,C,D
2,2021,F,F,F,F,F,F,F,F
2,2020,S,A+,A+,A+,S,A+,A,S
2,2021,F,F,F,F,F,D,F,F
3,2020,B,C+,B,B+,C+,C,C+,B
2,2020,C+,B,C+,C+,A,B,C+,B
1,2023,A,A+,A+,S,B+,S,A+,S
3,2022,F,C,P,P,D,P,P,F
3,2022,F,F,F,F,F,F,F,F
2,2021,S,C+,C+,F,C,F,S,D
2,2022,D,C,P,F,D,D,C,P
3,2020,S,S,F,S,D,A,A,B+
1,2022,C+,D,P,D,F,D,C,D
3,2023,B+,C+,B,B+,C+,B,A,B+
3,2021,F,P,P,D,P,P,D,F
1,2022,B+,A,B+,B+,B,B,B,A
1,2021,A,A+,A+,S,A,B+,B+,A+
3,2022,F,B,F,B,F,C+,A+,F
2,2023,S,S,S,A+,S,P,A,S
1,2022,B,F,F,P,F,F,D,F
1,2023,P,P,F,P,F,F,F,F
2,2023,P,F,P,P,F,F,F,F
3,2023,C,D,P,F,P,D,F,F
1,2022,B,C+,C+,C,C+,C+,C+,B
1,2023,B,B,B+,A,B+,B+,B,B+
1,2020,A,A+,B+,A,A,A,A,A+
2,2020,F,P,C,D,F,F,F,F
3,2020,A+,B+,B,B+,B+,B+,A,A
3,2020,P,P,P,P,D,D,D,D
1,2023,F,F,F,F,F,F,F,F
2,2022,B,A,B+,A,S,A+,A,A
2,2023,F,F,F,F,F,F,B,F
1,2022,F,F,F,F,F,F,F,F
3,2020,P,P,P,D,P,P,D,D
1,2020,D,F,D,P,D,C+,D,F
2,2020,C,B,B,C,B,C,B,B
2,2022,D,D,C+,C,D,D,F,D
1,2022,A,A,A,A,B,B+,B+,A
1,2022,C+,D,F,F,S,C,D,F
2,2021,C+,D,S,D,S,C+,A,B+
3,2021,A+,S,A,A,A+,A,A+,S
1,2023,F,F,F,F,F,F,F,F
3,2020,B+,A,B+,A,S,A,A,A+
1,2020,A,C,B+,B+,C+,S,A+,A
3,2023,C,D,D,F,D,P,F,F
1,2021,A+,B,A,A,A+,A,S,A+
3,2023,C,C+,C,D,B+,C+,C+,C+
3,2023,S,A+,A+,S,S,S,A+,S
1,2023,A,S,S,S,S,S,S,S
2,2020,F,P,P,F,D,F,F,F
3,2023,B,A,A,A,B+,B,B+,A
2,2023,B+,C+,B+,A,B+,B,C+,B+
1,2020,B+,B+,B,A,B,B+,A,A
1,2020,F,F,F,F,F,F,F,F
1,2022,C+,C,C,D,D,C,C+,C+
2,2021,P,F,F,F,P,F,F,F
2,2020,D,P,C,D,P,D,P,D
2,2021,B,C+,C,B,A,C,D,B
3,2021,B+,B+,B+,B+,S,A+,B,A
3,2023,A,A,A+,B+,B+,B,C+,A
3,2020,B,A,C+,C+,C+,C+,B,B
2,2020,A+,A+,S,A,A+,B,A,A+
3,2022,B,B,B,B+,B,B,C+,B+
1,2021,B+,B+,B+,B+,B+,A,A,A
1,2023,B+,S,S,A+,S,S,S,S
2,2021,D,D,D,D,C,C,C+,C
3,2020,F,P,F,D,F,P,P,F
1,2021,C,C,C,D,C,C+,C+,C+
2,2022,D,C,D,P,P,F,F,F
2,2023,C+,D,C,C,C+,P,C,C+
1,2022,A+,S,A+,S,A,S,S,S
1,2020,C,D,P,C,C,C+,C+,C
3,2023,P,F,F,P,F,F,F,F
2,2021,C+,C+,C,C+,C+,B,B+,B
3,2022,B,B,D,C,B,C+,D,C+
1,2022,C,D,C,C+,B,P,P,C
2,2023,F,F,F,F,F,F,F,F
1,2022,D,P,P,F,P,P,C,F
3,2021,A,A+,A+,B+,A,S,A,A+
1,2020,F,P,P,D,P,F,D,F
3,2023,C,D,C,C,D,D,P,C
1,2020,A,A+,S,A+,A+,A+,A+,S
2,2021,F,F,F,F,F,F,F,F
2,2020,S,S,S,S,S,S,A+,S
1,2021,B+,C+,B+,A,A,A,B+,A
3,2022,C+,B,B,A,B+,C,C+,B+
1,2021,B,B,C+,B,B+,B,C,B
3,2021,A,A,B+,B+,B+,A+,B+,A
1,2022,F,F,F,F,F,F,F,F
1,2022,F,F,F,F,F,F,F,F
1,2022,D,P,C,P,D,D,P,D
3,2022,D,C+,D,C,C,C,F,D
2,2021,S,A+,S,S,S,A+,S,S
3,2020,P,D,F,F,P,D,P,F
3,2023,F,F,P,F,F,F,F,F
2,2020,D,C+,C,C,C,D,C,C+
1,2022,F,F,F,F,F,F,F,F
2,2023,S,S,S,S,S,S,S,S
2,2022,A,S,A,S,S,C,S,S
3,2023,C+,C+,C+,C,B,C+,P,C+
1,2022,F,F,P,F,F,F,F,F
3,2022,F,F,F,F,F,P,F,F
2,2020,B,S,S,A,S,A+,D,A+
2,2021,A,B+,B,S,S,A,B,A+
1,2020,B,A+,B+,B,B+,A,B,A
1,2023,A,A,A,A+,A+,A,A+,A+
1,2021,C,D,D,P,P,P,D,D
1,2021,B+,B,B,C+,C+,C+,B,B
3,2022,P,P,F,F,F,D,C,F
2,2021,F,C,B+,F,A,B,A+,F
1,2021,F,D,F,D,D,P,F,F
3,2020,C+,C,D,D,D,D,D,C
2,2023,P,D,C,P,C,C,D,C
2,2020,A+,S,S,S,S,S,S,S
2,2022,C+,C,C+,C,C,C+,C+,C+
2,2020,C+,A,C+,B,C+,B+,A+,B+
2,2021,D,P,D,D,C,D,P,D
1,2022,A,F,S,S,B+,B+,C+,B
2,2020,B,B,C+,C+,B+,B,A,B+
2,2022,S,S,S,S,S,S,S,S
2,2020,C,C,P,D,P,D,C,C
2,2021,D,P,D,D,F,D,F,F
2,2020,D,D,D,F,D,D,P,F
1,2023,C,B,B,B,C+,B+,B,B
1,2022,C+,A,C+,A,A,B,A,B+
2,2020,P,P,C,F,P,D,F,F
2,2023,P,D,D,C,F,D,D,D
3,2020,F,F,F,F,F,F,F,F
3,2020,D,D,D,F,D,P,D,F
2,2021,F,C,F,F,P,F,F,F
2,2021,F,D,F,P,F,F,F,F
1,2021,C,D,C,C+,D,C,C,C+
2,2021,F,F,F,F,F,F,P,F
1,2020,B+,A,A+,B+,B,A+,C+,A
2,2020,A,A,A,B+,B+,A,A,A
1,2021,C,C,D,D,D,C,D,C
3,2020,D,D,C,C+,C,P,C+,C
1,2023,S,A+,S,S,S,S,A+,S
2,2023,P,F,F,D,D,D,C,F
2,2020,F,F,F,F,F,F,F,F
2,2020,P,F,D,P,P,F,P,F
2,2022,C+,P,D,D,P,P,F,D
1,2021,B+,B,B,A,B,A+,C,B+
1,2022,B,C,C,B,B,C+,A+,B
2,2022,B+,A,A+,A,A,A,S,A+
1,2021,F,F,D,P,P,F,D,F
3,2023,B,C+,A,B+,B+,B,B+,B+
2,2020,A,B+,S,S,A+,A,A,S
2,2021,D,F,P,F,P,F,F,F
1,2022,S,S,S,A+,A+,A+,S,S
2,2021,D,F,P,F,F,P,F,F
1,2020,F,F,F,D,S,C+,B+,F
2,2020,S,S,S,A+,S,S,A+,S
2,2022,F,F,F,F,F,F,P,F
2,2021,C+,D,C,C,B,C,C+,C+
2,2022,C,C+,C+,C+,B,C,C+,C+
3,2023,S,S,B+,S,S,S,A,S
1,2021,D,D,C,F,D,C,C+,P
1,2022,P,P,F,F,P,P,D,F
1,2020,D,C+,C,B,B+,C,C,C+
3,2020,B,B+,B,C+,B+,B,B+,B+
1,2020,D,D,P,C,C,D,F,D
2,2021,P,P,C,C+,C,D,D,C
3,2020,B,C+,C,C,C+,B+,C,B
2,2021,F,D,F,F,F,F,F,F
1,2023,F,F,F,F,F,F,F,F
2,2023,P,D,P,F,C,D,D,F
2,2020,C+,C,D,D,C,C+,D,C
2,2022,D,D,B,B,C+,C,C,C+
1,2022,F,F,F,F,F,F,F,F
1,2021,D,C,D,D,F,F,P,P
3,2022,A+,S,S,S,S,S,S,S
2,2022,B,B+,A,B,C+,B+,B+,B+
3,2020,P,F,F,P,C,C,P,F
3,2020,A,B+,A,B,B+,B+,B+,A
3,2021,B+,B+,A,B+,B+,A,A+,A
1,2022,P,C+,B,B,D,C+,D,C+
2,2023,F,F,F,F,F,F,F,F
1,2023,F,C,C+,C+,C,C,C,D
2,2020,A+,A,A+,A,A,A,A+,A+
2,2020,B,B+,A,B+,C,C+,B+,B+
2,2020,B,B,B,A,A,A,B+,B+
1,2022,D,F,D,P,D,P,C,F
1,2020,F,F,F,F,F,F,F,F
3,2023,B+,P,B+,F,D,D,B,D
1,2023,B+,B+,B,B,B,B,B+,B+
2,2021,D,D,C,C,C,D,D,C
1,2022,S,S,S,S,S,S,S,S
3,2021,D,C,P,P,P,D,C,D
1,2020,D,C+,C+,B,B,D,C,C+
1,2023,P,F,F,F,F,F,F,F
2,2021,F,P,F,F,F,P,F,F
2,2021,P,D,P,F,P,D,D,F
2,2021,B+,B,C+,C+,B+,B,B,B+
1,2020,S,A,S,S,A+,A+,S,S
2,2023,D,D,D,P,D,C,C,C
2,2020,B+,F,S,A+,S,B,F,C+
3,2021,C,D,B,C,C+,C+,C,C+
2,2020,B+,B,B+,C+,A,B,A,B+
3,2021,D,C,C+,C,C,C,C+,C+
2,2022,F,P,F,F,F,F,F,F
3,2021,F,F,F,F,P,F,F,F
3,2021,D,D,P,D,D,C,C,C
2,2022,F,F,F,F,F,F,F,F
1,2023,F,F,F,F,F,F,F,F
3,2020,D,D,C+,B,D,D,B+,C+
3,2021,P,D,F,P,D,C,C+,F
2,2020,C+,B,C+,C+,C+,C+,C,B
3,2023,D,P,F,D,F,P,P,F
3,2020,F,F,F,F,F,F,F,F
2,2020,D,C,F,P,D,D,P,F
3,2023,D,B+,D,C,C,D,C+,C+
2,2022,B,C+,B,B,B,B,B,B
1,2022,P,D,C,P,P,P,D,D
3,2021,D,C,D,C,C,C+,B,C+
2,2021,D,D,C,P,C+,P,C,C
1,2023,A+,B+,B+,A,A+,B+,A+,A+
2,2021,F,P,P,P,D,C,F,F
1,2022,F,D,P,P,F,F,D,F
3,2020,D,P,P,C,P,D,D,D
2,2022,D,D,B,D,C,C+,P,C
3,2022,S,S,S,S,A+,S,S,S
2,2022,P,F,F,D,F,F,F,F
1,2022,A+,S,S,S,S,S,S,S
2,2023,C,D,C,C,B,C,B+,C+
3,2023,S,B+,B+,S,S,B,P,A+
3,2022,B+,B+,B,A,A+,B,B+,A
2,2021,D,F,P,D,D,D,P,F
3,2023,B,C+,C+,B+,B,C,C+,B
1,2021,C,C+,D,C,P,P,C+,C
1,2021,F,F,F,F,F,F,F,F
1,2020,A+,F,P,F,S,F,D,F
2,2022,C,C+,C,B+,C,C+,D,C+
2,2021,F,F,F,F,F,F,D,F
2,2021,B,C,B,B,C+,B,C,B
1,2022,B,B+,A,B,B+,B,B+,B+
1,2020,F,F,F,P,F,F,F,F
3,2021,C+,C+,C+,C+,C,C,B+,B
3,2021,B,C,C,C,C,C,D,C+
2,2022,C+,C+,C+,C,C+,C,B,C+
3,2021,A+,S,P,A,P,B+,B+,A
2,2020,F,F,F,D,F,P,F,F
2,2021,A,A,S,C,A,C+,S,A
1,2020,B,B+,B,B+,A,A,B+,B+
3,2021,S,S,S,S,S,S,S,S
1,2023,C,C+,C,C,C+,C,B,C+
1,2022,A+,A,P,F,P,D,A+,C
2,2020,F,F,F,P,C+,B,A,F
2,2020,B+,B+,B+,A+,A,B,B,A
1,2021,D,P,D,D,D,P,P,D
1,2022,F,F,F,C,C,F,B,F
3,2021,C,D,C+,C+,C,P,C+,C+
1,2022,C,P,C,C,P,D,C,C
2,2023,C,C,C+,C,C,B+,B,C+
2,2023,F,F,F,F,P,F,F,F
1,2020,S,A+,B+,S,S,S,S,S
3,2021,F,F,F,F,F,F,F,F
1,2023,B+,A+,A+,S,A,A+,S,S
1,2022,B,C,C+,B,B,C,C+,B
1,2020,P,P,F,F,F,F,F,F
3,2020,D,C+,A,B,B+,C+,C+,B
3,2023,S,S,C+,B,S,A+,D,A+
2,2021,F,F,F,F,F,F,F,F
3,2023,S,S,S,A+,S,S,S,S
1,2022,C+,C+,B,B,C+,C,C+,B
1,2022,P,D,C,D,C,P,D,C
2,2023,C,C,P,D,D,P,P,C
1,2023,C,C,D,C,C,B,C+,C+
2,2021,F,F,F,F,F,F,C,F
2,2023,D,P,P,D,F,D,F,F
1,2022,C,P,D,P,P,D,D,D
3,2023,B,B,S,S,B+,S,S,A+
1,2023,C,D,C+,P,D,D,P,C
3,2023,F,F,F,F,F,F,F,F
1,2020,C,B,C,C+,B+,C,C+,B
2,2021,S,S,A+,A+,S,A+,S,S
2,2020,B+,B+,A,B,B+,A,B+,A
2,2023,F,F,F,F,F,F,F,F
2,2023,C,F,F,P,P,C,F,F
3,2023,P,P,P,P,P,F,P,P
2,2023,A+,S,S,A+,S,S,S,S
2,2020,B,C,C+,B,B,D,C+,B
1,2020,B+,C+,C+,B+,B+,B,B,B+
2,2021,F,D,C,D,D,D,P,P
2,2020,F,F,P,F,F,F,P,F
2,2023,S,S,S,A+,A+,S,S,S
2,2020,C,C+,B+,C+,C,C+,D,B
2,2023,P,F,F,F,F,F,P,F
1,2020,A,A+,A,A+,A,B+,B+,A+
1,2023,C,P,C,C+,C,C+,C,C+
2,2023,S,S,S,S,S,A+,S,S
2,2022,P,C,S,S,C+,D,S,B+
3,2021,F,D,F,D,F,D,D,F
3,2021,F,P,P,P,D,C,P,F
3,2022,C+,C,B,C+,C,C,C,C+
1,2020,B+,C,C+,B+,B,C+,B,B
2,2020,F,F,F,F,F,F,F,F
1,2021,F,F,F,C+,F,F,F,F
2,2022,A,A,A,B+,A+,B+,A,A
2,2023,D,P,D,P,D,C,F,P
3,2021,C,C+,C+,C+,C+,C,C+,C+
1,2023,S,A,A,S,S,D,C,A+
1,2021,C,P,C,F,F,F,F,F
2,2021,F,P,F,P,F,F,P,F
1,2020,B+,A,B,B+,B+,C+,B,B+
3,2020,B,C,C+,C+,B,C+,C+,B
2,2020,C,B+,F,D,D,A+,F,P
1,2022,P,F,F,P,P,F,P,F
1,2022,C+,C+,C+,B,C+,B+,C+,B
1,2021,S,A,A+,B+,A+,A,A,A+
3,2021,B+,A+,B+,A+,A,A+,A,A+
2,2023,B+,B,C,C,D,B,C+,B
1,2020,F,F,F,F,F,F,F,F
1,2023,A+,S,A+,C+,A+,C,C,A
3,2020,F,F,F,D,P,F,F,F
2,2023,B,F,F,S,S,D,A,P
3,2023,C+,C+,C+,P,C+,B,C+,C+
1,2022,C,C,P,D,C,P,D,C
2,2020,A+,A+,S,A+,S,S,A+,S
2,2023,C,C+,C+,B,C,B,C,B
2,2022,F,F,F,F,F,F,F,F
2,2023,P,F,F,F,P,F,P,F
1,2022,P,F,C,P,D,F,F,F
2,2022,C,B+,P,F,A,B,S,C
3,2020,D,S,S,C,B,C+,C+,B+
3,2020,B,C+,B+,C+,C+,C+,C+,B
3,2023,B,C+,A,B,D,C+,B,B
2,2021,A+,A,A,B+,A+,S,A,A+
1,2020,C,C,B,B,C+,B,D,B
3,2022,D,D,P,D,P,F,F,F
3,2021,D,C,P,C,D,P,D,C
3,2020,C+,B+,B,B+,C+,B+,C+,B+
1,2023,B+,B,B,C+,A,B,C,B+
2,2022,F,F,F,F,F,F,F,F
1,2020,C,B,C,C,C,C,D,C+
2,2023,A,A+,A+,B+,B+,B+,A,A+
2,2020,F,F,P,F,P,P,F,F
2,2021,F,F,F,F,F,F,F,F
2,2020,P,C+,B,C,C+,C,C,C+
2,2020,F,F,F,P,F,F,F,F
3,2020,B+,C+,B+,C+,C+,C+,B,B
2,2023,F,F,F,F,F,P,F,F
1,2021,C+,B,B,B,B+,B,C,B
3,2023,C+,C,B,C,B,B,C,B
1,2023,D,D,D,D,P,D,D,C
3,2020,S,B,S,B,S,P,S,A+
1,2020,D,P,C,D,D,P,D,C
1,2020,S,S,S,A+,S,A+,A,S
3,2023,B+,B+,B+,B+,S,B+,A,A
3,2023,F,P,F,F,F,F,F,F
1,2021,A+,B+,A+,A+,A,S,A,A+
3,2023,F,F,F,F,F,F,F,F
2,2021,S,S,F,S,B,F,C,C+
2,2023,P,F,D,P,D,C,C+,F
3,2022,B+,A,S,B+,A,S,C+,A+
1,2021,F,F,P,F,F,F,P,F
2,2020,S,S,A+,S,A+,S,S,S
1,2022,C,C+,C,C+,C,C,D,C+
1,2022,A,B+,C+,A,C+,A+,B,A
2,2021,S,A,A+,A,A+,A+,A,S
2,2022,A+,A,B+,A,A+,S,A,A+
1,2022,S,A+,S,S,A+,S,S,S
3,2020,B,B+,A,B+,A,B+,B+,A
3,2020,F,F,F,F,F,P,F,F
2,2023,S,S,S,S,S,A+,S,S
2,2020,F,F,F,F,F,F,F,F
3,2022,A,B,B,B+,A+,B,A,A
3,2020,F,F,F,F,F,P,F,F
1,2020,D,A,F,F,F,F,F,F
1,2020,D,C,P,C,C,C,D,C
2,2020,A+,A+,S,A,S,A,A,S
2,2021,D,D,F,D,C,C,D,P
2,2023,C+,B,B+,D,C+,C+,C+,B
1,2022,F,F,F,P,F,F,F,F
3,2023,F,F,F,F,C+,D,C,F
1,2022,B,B,A,B+,B+,B,C+,B+
2,2021,D,F,F,F,P,F,B,F
1,2023,P,D,P,F,F,F,F,F
2,2021,S,S,S,S,A+,A+,S,S
1,2023,C+,B,B,C+,B+,B,B,B
2,2023,S,C+,C+,B+,C+,A+,B+,A
1,2021,C,B+,C,F,F,S,S,D
3,2021,F,F,F,F,F,F,F,F
2,2022,S,S,S,S,S,S,S,S
1,2023,C,D,C+,B,C,C+,C+,C+
2,2020,A+,S,S,S,S,S,S,S
3,2020,C+,B,B,B+,C+,A,C+,B+
3,2020,A+,A,A+,S,S,A+,A,S
2,2023,C+,B,C+,C,C+,B,C,B
1,2021,D,P,D,D,D,D,P,D
1,2020,C,F,C,P,D,D,P,P
2,2022,P,D,F,F,D,F,F,F
2,2021,C+,C+,B,C+,B,D,D,B
1,2023,P,A,B,C,B,S,A+,B+
2,2020,F,F,C,F,F,F,P,F
2,2023,F,F,F,F,F,F,F,F
1,2020,C+,B,C+,B+,B+,B+,A,B+
3,2020,S,C,C,S,F,A,P,B
2,2023,C,B,C+,C+,C,C,C,C+
1,2023,S,B,A,A,A+,A+,B+,A+
2,2023,D,P,D,P,P,C,D,D
3,2021,C,P,P,C,D,D,D,C
2,2021,P,P,D,D,D,F,D,P
3,2023,C+,C+,C+,B,C,C+,C+,B
2,2022,B,B,A,C,F,S,C+,B
1,2021,C,C+,D,C+,C,C,C+,C+
3,2023,S,S,S,S,S,A+,S,S
2,2020,F,F,S,C,F,C+,F,F
3,2021,B+,B+,B+,B,B+,A,B,B+
1,2022,A+,A,S,A+,S,A+,A+,S
1,2022,D,B,C,C,C,B,B+,C+
3,2021,D,D,D,D,F,F,D,F
3,2023,P,P,F,D,P,C,D,F
1,2021,B+,B+,B,B+,B+,B,B,B+
3,2020,B+,A,B+,A,B,B,A,A
3,2020,F,F,F,F,F,F,F,F
2,2022,B,B+,F,C+,F,C+,F,F
1,2023,P,D,P,P,F,P,C,P
3,2022,P,P,P,F,P,F,F,F
2,2021,S,F,D,A+,C,B,F,D
2,2021,C,D,C,F,F,C,P,F
2,2021,F,P,D,P,D,D,P,F
2,2020,D,D,P,P,D,D,P,D
3,2021,F,P,C+,F,C,F,D,F
3,2023,C+,C,C+,C+,D,C+,B+,C+
3,2023,C+,C,C+,C+,C+,C,C+,C+
2,2023,F,D,D,F,D,C,F,F
1,2020,P,P,F,F,C,P,F,F
3,2022,C+,C,C+,D,B,C,C,C+
2,2021,F,F,F,F,F,F,F,F
3,2020,S,S,S,S,S,S,A+,S
1,2021,S,S,C+,C,F,P,A+,B
2,2021,F,F,F,P,F,F,P,F
3,2023,C,C+,F,D,P,C,P,P
2,2022,C+,C,C,C+,C,B,B,C+
1,2022,D,P,D,D,F,D,D,P
2,2021,P,D,C,C,P,C+,C,C
2,2021,F,P,C,C,A,C,B,P
1,2022,B,B,C+,B,B,B,B,B
1,2020,A,F,A,A,C+,P,F,D
3,2022,P,D,P,D,D,D,F,P
3,2022,C,C,D,C,P,P,D,C
3,2022,B,B+,B+,B+,C+,A,B+,B+
3,2020,F,F,P,F,F,F,P,F
3,2023,D,P,D,F,C,D,D,F
1,2021,D,C+,C,C,B,B,D,C+
1,2020,A+,B+,A,B+,A,A+,B+,A
1,2022,P,P,D,C+,C,C,F,D
3,2021,B+,C+,C+,F,B,C+,A,C
3,2021,B,C,B,B,C+,C+,B,B
3,2023,C,C+,C,C+,C+,B,C,C+
2,2020,B,A,C+,B,B+,B,B+,B+
2,2023,B+,B+,A,B,A+,B+,C+,A
2,2023,A+,A,S,A,A+,A+,A,S
3,2023,P,C,P,P,F,F,C,F
1,2023,B+,B,B,A,B+,S,B,A
1,2020,F,F,F,F,F,F,F,F
1,2021,S,S,C,A+,P,S,A+,A+
1,2023,P,C,D,C,P,P,P,C
2,2021,C,C,C,D,C+,C+,C+,C+
2,2020,D,D,C,P,P,P,C,C
3,2021,B+,A,A,A+,A+,A,A,A+
2,2023,F,F,F,F,F,F,F,F
2,2022,C+,C+,B+,C+,C,B+,C,B
3,2021,F,F,D,P,P,P,P,F
2,2023,F,F,F,F,F,F,F,F
3,2021,C,C+,C,D,C+,B,C,C+
1,2023,F,F,D,F,F,F,F,F
2,2020,S,S,S,S,S,S,S,S
1,2023,S,A+,A+,A,A,A,A+,S
1,2020,C,D,C,C,C+,D,C,C
1,2023,B+,C,C+,C+,D,B,C,B
3,2020,P,P,D,P,P,P,F,P
2,2021,C+,B,P,S,B+,B,B,B+
3,2023,B,B+,C+,A,A,B,B,B+
3,2023,F,F,F,F,F,F,C,F
1,2022,P,P,P,D,P,D,D,D
3,2020,C+,C,C,C+,F,C,C,C
2,2020,A,B,B+,C+,B+,A,C+,B+
2,2023,A+,A,B+,B+,A,B+,B+,A
2,2021,A,B,B,B+,B,A+,B+,A
2,2020,S,B,B,P,S,C,B,B+
2,2023,A,A+,B+,A,A,A+,A+,A+
2,2022,S,S,S,S,A+,S,S,S
1,2020,C+,B,C+,C+,C,C,C,B
2,2023,P,F,F,F,F,F,F,F
2,2022,A+,A,A,A+,B+,A,A,A+
2,2020,S,S,S,A+,S,S,S,S
1,2023,A+,A,B,A+,A,A+,S,A+
1,2023,A,B+,B,B+,B+,B,B+,A
3,2020,C+,F,C+,D,F,C+,F,F
2,2021,S,S,A+,S,S,A+,S,S
2,2022,F,F,F,B+,F,F,F,F
1,2021,S,S,S,S,S,S,S,S
3,2022,B,C,C+,D,C,P,C,C+
3,2022,P,D,D,P,C,C+,P,D
1,2020,F,F,F,P,F,F,F,F
3,2020,B,B,C+,B,D,B,B+,B
2,2022,B+,B,B,B+,B,A,B+,B+
2,2020,P,F,F,D,D,P,P,F
3,2022,C,C,P,C,P,D,D,C
3,2022,A+,S,S,S,A,S,S,S
3,2020,F,F,F,F,F,F,F,F
2,2021,S,S,S,A+,S,S,S,S
2,2023,P,F,D,F,P,F,F,F
1,2022,F,F,F,F,F,P,F,F
3,2021,C+,D,F,C,C,B,C,P
3,2023,P,F,F,P,F,F,F,F
3,2023,C,C,B+,D,D,C,D,C+
2,2023,C+,C,C+,B,D,B,B,B
2,2021,F,F,F,F,F,F,F,F
3,2021,D,D,C,C,C,C+,C,C
3,2021,C,P,D,D,F,P,F,F
2,2023,C,C+,C,C+,P,C+,B,C+
